ID	Taxonomy	Gene_count
mag=CHL-ARC-Bin-303-36-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	17
mag=CHL-ARC-Bin-303-37-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	79
mag=CHL-ARC-Bin-303-39-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	45
mag=CHL-ARC-Bin-303-4-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	50
mag=CHL-ARC-Bin-303-5-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	84
mag=CHL-ARC-Bin-303-6-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	69
mag=CHL-ARC-Bin-303-7-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	53
mag=CHL-ARC-Bin-303-9-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	49
mag=CHL-ARC-Bin-318-1-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	74
mag=CHL-ARC-Bin-318-2-c-taxonomy=Green-Chlorophyta	Green-Chlorophyta	47
mag=CHL-ARC-Bin-318-3-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	62
mag=CHL-ARC-Bin-345-1-c-taxonomy=Green-Chlorophyta	Green-Chlorophyta	46
mag=CHL-ARC-Bin-345-2-c-taxonomy=Green-Chlorophyta	Green-Chlorophyta	34
mag=CHL-ARC-Bin-345-3-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	51
mag=CHL-ARC-Bin-359-10-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	33
mag=CHL-ARC-Bin-359-11-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	23
mag=CHL-ARC-Bin-359-1-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	29
mag=CHL-ARC-Bin-359-2-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	19
mag=CHL-ARC-Bin-359-4-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	72
mag=CHL-ARC-Bin-359-5-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	29
mag=CHL-ARC-Bin-359-7-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	28
mag=CHL-ARC-Bin-359-8-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	15
mag=CHL-ARC-Bin-378-1-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	60
mag=CHL-ARC-Bin-378-2-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	74
mag=CHL-ARC-Bin-378-3-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	84
mag=CHL-ARC-Bin-378-5-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	63
mag=CHL-ARC-Bin-378-6-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	65
mag=CHL-ARC-Bin-77-3-c-taxonomy=Red-Cryptophyceae	Red-Cryptophyceae	73
mag=CHL-ARC-Bin-77-4-c-taxonomy=Red-New*	Red-New*	38
mag=CHL-ION-Bin-101-2-c-taxonomy=Red-Haptophyta	Red-Haptophyta	60
mag=CHL-ION-Bin-101-4-c-taxonomy=Red-Haptophyta	Red-Haptophyta	50
mag=CHL-ION-Bin-102-1-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	35
mag=CHL-ION-Bin-126-1-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	32
mag=CHL-ION-Bin-126-2-c-taxonomy=Red-Haptophyta	Red-Haptophyta	34
mag=CHL-ION-Bin-126-3-c-taxonomy=Green-Chlorarachniophyceae	Green-Chlorarachniophyceae	25
mag=CHL-ION-Bin-126-4-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	34
mag=CHL-ION-Bin-131-12-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	83
mag=CHL-ION-Bin-131-13-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	35
mag=CHL-ION-Bin-131-14-c-taxonomy=Green-Chlorophyta	Green-Chlorophyta	54
mag=CHL-ION-Bin-131-16-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	19
mag=CHL-ION-Bin-131-17-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	49
mag=CHL-ION-Bin-131-1-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	54
mag=CHL-ION-Bin-131-21-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	80
mag=CHL-ION-Bin-131-22-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	75
mag=CHL-ION-Bin-131-23-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	88
mag=CHL-ION-Bin-131-26-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	40
mag=CHL-ION-Bin-131-29-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	30
mag=CHL-ION-Bin-131-2-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	90
mag=CHL-ION-Bin-131-31-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	57
mag=CHL-ION-Bin-131-3-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	52
mag=CHL-ION-Bin-131-6-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	85
mag=CHL-ION-Bin-131-9-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	48
mag=CHL-ION-Bin-135-1-c-taxonomy=Green-Chlorophyta	Green-Chlorophyta	26
mag=CHL-ION-Bin-135-3-c-taxonomy=Green-Chlorophyta	Green-Chlorophyta	39
mag=CHL-ION-Bin-135-4-c-taxonomy=Red-Haptophyta	Red-Haptophyta	40
mag=CHL-ION-Bin-157-1-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	38
mag=CHL-ION-Bin-157-4-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	75
mag=CHL-ION-Bin-67-18-c-taxonomy=Red-Haptophyta	Red-Haptophyta	64
mag=CHL-ION-Bin-67-19-c-taxonomy=Red-Haptophyta	Red-Haptophyta	51
mag=CHL-ION-Bin-67-21-c-taxonomy=Red-Haptophyta	Red-Haptophyta	57
mag=CHL-ION-Bin-67-2-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	35
mag=CHL-ION-Bin-67-4-c-taxonomy=Red-Haptophyta	Red-Haptophyta	64
mag=CHL-ION-Bin-67-6-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	32
mag=CHL-ION-Bin-67-7-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	45
mag=CHL-ION-Bin-67-9-c-taxonomy=Red-Haptophyta	Red-Haptophyta	37
mag=CHL-ION-Bin-84-13-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	77
mag=CHL-ION-Bin-84-14-c-taxonomy=Red-Haptophyta	Red-Haptophyta	52
mag=CHL-ION-Bin-84-17-c-taxonomy=Red-Haptophyta	Red-Haptophyta	44
mag=CHL-ION-Bin-84-21-c-taxonomy=Red-Haptophyta	Red-Haptophyta	88
mag=CHL-ION-Bin-84-22-c-taxonomy=Green-Chlorophyta	Green-Chlorophyta	52
mag=CHL-ION-Bin-84-23-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	75
mag=CHL-ION-Bin-84-26-c-taxonomy=Red-Haptophyta	Red-Haptophyta	84
mag=CHL-ION-Bin-84-28-c-taxonomy=Red-Haptophyta	Red-Haptophyta	82
mag=CHL-ION-Bin-84-2-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	61
mag=CHL-ION-Bin-84-5-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	54
mag=CHL-ION-Bin-84-8-c-taxonomy=Green-Chlorophyta	Green-Chlorophyta	54
mag=CHL-ION-Bin-84-9-c-taxonomy=Red-Haptophyta	Red-Haptophyta	59
mag=CHL-IOS-Bin-126-12-c-taxonomy=Red-Haptophyta	Red-Haptophyta	82
mag=CHL-IOS-Bin-126-14-c-taxonomy=Red-Haptophyta	Red-Haptophyta	81
mag=CHL-IOS-Bin-126-17-c-taxonomy=Green-Chlorophyta	Green-Chlorophyta	46
mag=CHL-IOS-Bin-126-4-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	79
mag=CHL-IOS-Bin-127-3-c-taxonomy=Red-Cryptophyceae	Red-Cryptophyceae	27
mag=CHL-IOS-Bin-127-7-c-taxonomy=Green-Chlorophyta	Green-Chlorophyta	34
mag=CHL-IOS-Bin-127-9-c-taxonomy=Green-Chlorophyta	Green-Chlorophyta	50
mag=CHL-IOS-Bin-138-10-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	90
mag=CHL-IOS-Bin-138-13-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	46
mag=CHL-IOS-Bin-138-15-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	57
mag=CHL-IOS-Bin-138-17-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	22
mag=CHL-IOS-Bin-138-18-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	90
mag=CHL-IOS-Bin-138-1-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	23
mag=CHL-IOS-Bin-138-20-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	64
mag=CHL-IOS-Bin-138-22-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	33
mag=CHL-IOS-Bin-138-24-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	70
mag=CHL-IOS-Bin-138-26-c-taxonomy=Green-Chlorophyta	Green-Chlorophyta	49
mag=CHL-IOS-Bin-138-29-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	30
mag=CHL-IOS-Bin-138-2-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	24
mag=CHL-IOS-Bin-138-30-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	35
mag=CHL-IOS-Bin-138-31-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	48
mag=CHL-IOS-Bin-138-32-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	43
mag=CHL-IOS-Bin-138-4-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	78
mag=CHL-IOS-Bin-138-5-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	38
mag=CHL-IOS-Bin-138-9-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	73
mag=CHL-IOS-Bin-163-10-c-taxonomy=Red-Haptophyta	Red-Haptophyta	50
mag=CHL-IOS-Bin-163-4-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	55
mag=CHL-IOS-Bin-163-5-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	66
mag=CHL-IOS-Bin-174-1-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	50
mag=CHL-IOS-Bin-174-3-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	33
mag=CHL-IOS-Bin-176-10-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	46
mag=CHL-IOS-Bin-176-11-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	51
mag=CHL-IOS-Bin-176-12-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	23
mag=CHL-IOS-Bin-176-15-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	38
mag=CHL-IOS-Bin-176-16-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	62
mag=CHL-IOS-Bin-176-20-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	74
mag=CHL-IOS-Bin-176-5-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	46
mag=CHL-IOS-Bin-176-6-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	77
mag=CHL-IOS-Bin-176-9-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	91
mag=CHL-IOS-Bin-179-2-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	51
mag=CHL-IOS-Bin-179-4-c-taxonomy=Red-Haptophyta	Red-Haptophyta	78
mag=CHL-IOS-Bin-179-5-c-taxonomy=Red-Haptophyta	Red-Haptophyta	67
mag=CHL-IOS-Bin-190-5-c-taxonomy=Green-Chlorophyta	Green-Chlorophyta	27
mag=CHL-IOS-Bin-76-4-c-taxonomy=Red-Haptophyta	Red-Haptophyta	61
mag=CHL-MED-Bin-17-1-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	33
mag=CHL-MED-Bin-17-5-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	21
mag=CHL-MED-Bin-216-10-c-taxonomy=Green-Prasinodermophyta	Green-Prasinodermophyta	39
mag=CHL-MED-Bin-216-1-c-taxonomy=Green-Chlorophyta	Green-Chlorophyta	50
mag=CHL-MED-Bin-216-3-c-taxonomy=Green-Prasinodermophyta	Green-Prasinodermophyta	45
mag=CHL-MED-Bin-216-4-1-c-taxonomy=Green-Prasinodermophyta	Green-Prasinodermophyta	36
mag=CHL-MED-Bin-216-4-2-c-taxonomy=Green-Prasinodermophyta	Green-Prasinodermophyta	14
mag=CHL-MED-Bin-216-8-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	59
mag=CHL-MED-Bin-236-10-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	24
mag=CHL-MED-Bin-236-13-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	40
mag=CHL-MED-Bin-236-16-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	18
mag=CHL-MED-Bin-236-19-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	45
mag=CHL-MED-Bin-236-21-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	50
mag=CHL-MED-Bin-236-28-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	31
mag=CHL-MED-Bin-236-29-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	52
mag=CHL-MED-Bin-236-2-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	51
mag=CHL-MED-Bin-236-31-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	54
mag=CHL-MED-Bin-236-3-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	39
mag=CHL-MED-Bin-236-5-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	20
mag=CHL-MED-Bin-236-6-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	24
mag=CHL-MED-Bin-236-8-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	64
mag=CHL-MED-Bin-250-13-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	49
mag=CHL-MED-Bin-250-19-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	80
mag=CHL-MED-Bin-250-20-c-taxonomy=Red-Haptophyta	Red-Haptophyta	59
mag=CHL-MED-Bin-250-21-c-taxonomy=Red-Haptophyta	Red-Haptophyta	72
mag=CHL-MED-Bin-250-22-c-taxonomy=Red-Haptophyta	Red-Haptophyta	68
mag=CHL-MED-Bin-250-23-c-taxonomy=Red-Haptophyta	Red-Haptophyta	48
mag=CHL-MED-Bin-250-24-c-taxonomy=Red-Haptophyta	Red-Haptophyta	45
mag=CHL-MED-Bin-250-25-c-taxonomy=Red-Haptophyta	Red-Haptophyta	40
mag=CHL-MED-Bin-250-26-c-taxonomy=Red-Haptophyta	Red-Haptophyta	58
mag=CHL-MED-Bin-250-28-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	48
mag=CHL-MED-Bin-250-30-c-taxonomy=Red-Haptophyta	Red-Haptophyta	37
mag=CHL-MED-Bin-250-31-c-taxonomy=Red-Haptophyta	Red-Haptophyta	42
mag=CHL-MED-Bin-250-33-c-taxonomy=Red-Haptophyta	Red-Haptophyta	33
mag=CHL-MED-Bin-250-34-c-taxonomy=Red-Haptophyta	Red-Haptophyta	24
mag=CHL-MED-Bin-250-35-c-taxonomy=Red-Haptophyta	Red-Haptophyta	76
mag=CHL-MED-Bin-250-37-c-taxonomy=Red-Haptophyta	Red-Haptophyta	46
mag=CHL-MED-Bin-250-3-c-taxonomy=Red-Haptophyta	Red-Haptophyta	58
mag=CHL-MED-Bin-250-40-c-taxonomy=Red-Haptophyta	Red-Haptophyta	58
mag=CHL-MED-Bin-250-41-c-taxonomy=Red-Haptophyta	Red-Haptophyta	62
mag=CHL-MED-Bin-250-47-c-taxonomy=Red-Haptophyta	Red-Haptophyta	67
mag=CHL-MED-Bin-250-48-c-taxonomy=Red-Haptophyta	Red-Haptophyta	74
mag=CHL-MED-Bin-250-53-c-taxonomy=Red-New*	Red-New*	83
mag=CHL-MED-Bin-250-55-c-taxonomy=Red-Haptophyta	Red-Haptophyta	44
mag=CHL-MED-Bin-250-59-c-taxonomy=Red-Cryptophyceae	Red-Cryptophyceae	46
mag=CHL-MED-Bin-250-5-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	51
mag=CHL-MED-Bin-250-60-c-taxonomy=Red-Haptophyta	Red-Haptophyta	56
mag=CHL-MED-Bin-250-62-c-taxonomy=Red-Haptophyta	Red-Haptophyta	44
mag=CHL-MED-Bin-250-63-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	65
mag=CHL-MED-Bin-250-65-c-taxonomy=Red-Haptophyta	Red-Haptophyta	66
mag=CHL-MED-Bin-250-67-c-taxonomy=Red-Haptophyta	Red-Haptophyta	76
mag=CHL-MED-Bin-250-9-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	89
mag=CHL-MED-Bin-262-1-c-taxonomy=Red-Cryptophyceae	Red-Cryptophyceae	81
mag=CHL-MED-Bin-262-3-c-taxonomy=Red-Haptophyta	Red-Haptophyta	60
mag=CHL-MED-Bin-263-10-c-taxonomy=Green-Chlorophyta	Green-Chlorophyta	44
mag=CHL-MED-Bin-263-13-c-taxonomy=Red-Haptophyta	Red-Haptophyta	81
mag=CHL-MED-Bin-263-15-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	43
mag=CHL-MED-Bin-263-18-c-taxonomy=Red-Haptophyta	Red-Haptophyta	87
mag=CHL-MED-Bin-263-19-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	58
mag=CHL-MED-Bin-263-20-c-taxonomy=Red-Haptophyta	Red-Haptophyta	71
mag=CHL-MED-Bin-263-21-c-taxonomy=Red-Haptophyta	Red-Haptophyta	78
mag=CHL-MED-Bin-263-5-c-taxonomy=Red-Haptophyta	Red-Haptophyta	84
mag=CHL-MED-Bin-263-7-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	90
mag=CHL-MED-Bin-263-9-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	82
mag=CHL-MED-Bin-332-1-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	84
mag=CHL-MED-Bin-332-3-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	48
mag=CHL-MED-Bin-332-5-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	63
mag=CHL-MED-Bin-373-15-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	57
mag=CHL-MED-Bin-373-20-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	86
mag=CHL-MED-Bin-373-22-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	87
mag=CHL-MED-Bin-373-23-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	43
mag=CHL-MED-Bin-373-2-c-taxonomy=Red-Haptophyta	Red-Haptophyta	83
mag=CHL-MED-Bin-373-5-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	53
mag=CHL-MED-Bin-373-6-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	44
mag=CHL-MED-Bin-373-7-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	91
mag=CHL-MED-Bin-384-2-c-taxonomy=Green-Chlorophyta	Green-Chlorophyta	19
mag=CHL-MED-Bin-72-1-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	27
mag=CHL-PON-Bin-100-11-c-taxonomy=Red-Haptophyta	Red-Haptophyta	81
mag=CHL-PON-Bin-100-27-c-taxonomy=Red-Haptophyta	Red-Haptophyta	64
mag=CHL-PON-Bin-100-30-c-taxonomy=Red-Haptophyta	Red-Haptophyta	78
mag=CHL-PON-Bin-100-32-c-taxonomy=Red-Haptophyta	Red-Haptophyta	67
mag=CHL-PON-Bin-100-33-c-taxonomy=Green-Prasinodermophyta	Green-Prasinodermophyta	53
mag=CHL-PON-Bin-100-37-c-taxonomy=Red-Haptophyta	Red-Haptophyta	86
mag=CHL-PON-Bin-100-39-c-taxonomy=Red-Haptophyta	Red-Haptophyta	83
mag=CHL-PON-Bin-100-5-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	79
mag=CHL-PON-Bin-100-8-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	66
mag=CHL-PON-Bin-102-2-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	45
mag=CHL-PON-Bin-125-3-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	66
mag=CHL-PON-Bin-125-6-c-taxonomy=Green-Prasinodermophyta	Green-Prasinodermophyta	45
mag=CHL-PON-Bin-171-10-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	34
mag=CHL-PON-Bin-171-14-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	25
mag=CHL-PON-Bin-171-15-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	71
mag=CHL-PON-Bin-171-20-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	43
mag=CHL-PON-Bin-171-21-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	58
mag=CHL-PON-Bin-171-22-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	63
mag=CHL-PON-Bin-171-24-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	64
mag=CHL-PON-Bin-171-25-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	91
mag=CHL-PON-Bin-171-6-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	55
mag=CHL-PON-Bin-171-8-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	68
mag=CHL-PON-Bin-171-9-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	62
mag=CHL-PON-Bin-179-3-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	65
mag=CHL-PON-Bin-179-6-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	46
mag=CHL-PON-Bin-179-8-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	30
mag=CHL-PON-Bin-183-2-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	37
mag=CHL-PON-Bin-183-3-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	72
mag=CHL-PON-Bin-64-11-c-taxonomy=Red-Haptophyta	Red-Haptophyta	80
mag=CHL-PON-Bin-64-12-c-taxonomy=Green-Dinophyceae	Green-Dinophyceae	53
mag=CHL-PON-Bin-64-14-c-taxonomy=Green-Dinophyceae	Green-Dinophyceae	54
mag=CHL-PON-Bin-64-15-c-taxonomy=Green-Dinophyceae	Green-Dinophyceae	27
mag=CHL-PON-Bin-64-18-c-taxonomy=Red-Haptophyta	Red-Haptophyta	35
mag=CHL-PON-Bin-64-19-c-taxonomy=Red-Haptophyta	Red-Haptophyta	49
mag=CHL-PON-Bin-64-20-c-taxonomy=Green-Dinophyceae	Green-Dinophyceae	51
mag=CHL-PON-Bin-64-22-c-taxonomy=Red-Haptophyta	Red-Haptophyta	80
mag=CHL-PON-Bin-64-25-c-taxonomy=Red-Haptophyta	Red-Haptophyta	34
mag=CHL-PON-Bin-64-26-c-taxonomy=Red-Haptophyta	Red-Haptophyta	56
mag=CHL-PON-Bin-64-3-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	48
mag=CHL-PON-Bin-64-8-c-taxonomy=Green-Dinophyceae	Green-Dinophyceae	53
mag=CHL-PSE-Bin-102-5-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	57
mag=CHL-PSE-Bin-102-6-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	44
mag=CHL-PSE-Bin-121-10-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	46
mag=CHL-PSE-Bin-121-13-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	45
mag=CHL-PSE-Bin-121-14-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	35
mag=CHL-PSE-Bin-121-1-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	48
mag=CHL-PSE-Bin-121-5-1-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	44
mag=CHL-PSE-Bin-121-6-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	50
mag=CHL-PSE-Bin-121-7-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	41
mag=CHL-PSE-Bin-121-8-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	49
mag=CHL-PSE-Bin-121-9-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	43
mag=CHL-PSE-Bin-123-3-c-taxonomy=Green-Chlorophyta	Green-Chlorophyta	50
mag=CHL-PSE-Bin-149-2-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	16
mag=CHL-PSE-Bin-149-3-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	69
mag=CHL-PSE-Bin-149-4-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	26
mag=CHL-PSE-Bin-149-6-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	20
mag=CHL-PSE-Bin-149-7-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	73
mag=CHL-PSE-Bin-160-10-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	70
mag=CHL-PSE-Bin-160-12-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	45
mag=CHL-PSE-Bin-160-13-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	83
mag=CHL-PSE-Bin-160-14-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	47
mag=CHL-PSE-Bin-160-15-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	40
mag=CHL-PSE-Bin-160-17-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	81
mag=CHL-PSE-Bin-160-18-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	93
mag=CHL-PSE-Bin-160-1-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	53
mag=CHL-PSE-Bin-160-2-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	39
mag=CHL-PSE-Bin-160-4-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	69
mag=CHL-PSE-Bin-160-5-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	53
mag=CHL-PSE-Bin-160-6-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	37
mag=CHL-PSE-Bin-160-7-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	66
mag=CHL-PSE-Bin-165-1-c-taxonomy=Green-Chlorophyta	Green-Chlorophyta	52
mag=CHL-PSE-Bin-178-10-c-taxonomy=Red-Haptophyta	Red-Haptophyta	75
mag=CHL-PSE-Bin-178-13-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	37
mag=CHL-PSE-Bin-178-29-c-taxonomy=Red-Haptophyta	Red-Haptophyta	84
mag=CHL-PSE-Bin-178-45-c-taxonomy=Green-Euglenales	Green-Euglenales	53
mag=CHL-PSE-Bin-180-1-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	70
mag=CHL-PSE-Bin-180-2-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	24
mag=CHL-PSE-Bin-54-2-c-taxonomy=Green-Dinophyceae	Green-Dinophyceae	48
mag=CHL-PSE-Bin-54-5-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	27
mag=CHL-PSE-Bin-77-3-c-taxonomy=Red-Ochrophyta	Red-Ochrophyta	69
mag=CHL-PSE-Bin-77-9-c-taxonomy=Red-Haptophyta	Red-Haptophyta	49
