NAME	Freq(A)	Freq(V)	Freq(L)	Freq(I)	Freq(P)	Freq(M)	Freq(F)	Freq(W)	Freq(G)	Freq(S)	Freq(T)	Freq(C)	Freq(N)	Freq(Q)	Freq(Y)	Freq(D)	Freq(E)	Freq(K)	Freq(R)	Freq(H)
taxo=Eukaryota-Haptophyta-Pavlovales-Pavlovaceae-Diacronema-lutheri-accession=NC-020371	0.0732697931333261	0.0720242608036391	0.102458572511643	0.0838297411458897	0.0406151846637063	0.0192786743203726	0.0488465287555507	0.0134300877287989	0.0777645402361096	0.0673670529622008	0.0545868081880212	0.00833965125094769	0.04175240983429	0.0347665980721326	0.0313007689808296	0.0408317989819127	0.0568612585291888	0.0631430737571753	0.0522040506877505	0.0173291454565147
mag=CHL-SOC-Bin-154-7-c-taxonomy=Red-Ochrophyta	0.0697048214194991	0.0656912056089011	0.108266016359295	0.0862165320327186	0.040695016003658	0.0195092211553117	0.0479093634100493	0.0124472895391963	0.0752934003962811	0.0596453792612915	0.0597469897881421	0.00899253162627648	0.0462327897170147	0.0365797896662094	0.0325153685921862	0.041914342325865	0.0555809581872682	0.0638622161255906	0.0520245897474978	0.0171721790377483
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Coscinodiscophyceae-Rhizosolenia-fallax-accession=NC-038003	0.0680008607703895	0.0629438347320852	0.108833656122229	0.0919410372283193	0.0394878416182483	0.0192059393156875	0.0493867010974822	0.0136109317839466	0.074779427587691	0.061383688401119	0.0553582956746288	0.00801592425220572	0.0498170862922315	0.0356143748655046	0.0323326877555412	0.0390036582741554	0.0555196901226598	0.0660641273940177	0.0515386270712287	0.0171616096406284
taxo=Eukaryota-Glaucocystophyceae-Glaucocystis-sp-BBH-accession=MF167424	0.0762200808206403	0.0693192415293752	0.103636928815667	0.0834939384519739	0.0428349393845197	0.0202673298103823	0.0448243705315511	0.0134908299658067	0.0780851725209823	0.0573204849238421	0.0570718060304632	0.00795772458812558	0.0436431457880012	0.0394777743239043	0.0315822194591234	0.0397886229406279	0.0550823748834318	0.063350948088281	0.053652471246503	0.0188995958967983
taxo=Eukaryota-Rhodophyta-Bangiophyceae-Porphyridiales-Porphyridium-sordidum-accession=NC-031175	0.0731619165634036	0.0665014456836018	0.101714167699298	0.0920590665014457	0.0412019826517968	0.0209624122263527	0.0444031391986782	0.0128562577447336	0.0774473358116481	0.0622676579925651	0.0556588186699711	0.00681536555142503	0.0472945064023131	0.0371747211895911	0.0314952498967369	0.0419248244527055	0.0542647666253614	0.0634035522511359	0.0513217678645188	0.0180710450227179
mag=CHL-ARC-Bin-238-16-c-taxonomy=Red-Haptophyta	0.0756431588378344	0.0718674004863689	0.107257135543325	0.076987072827339	0.0413413541533342	0.0206706770766671	0.0474849609624984	0.0140151030334059	0.0825547164981441	0.0618200435172149	0.0602201459106617	0.00812747984129016	0.0385895302700627	0.0352617432484321	0.0300780750031998	0.0413413541533342	0.0555484448995264	0.0609880967618072	0.052796621016255	0.0174068859592986
mag=CHL-AON-Bin-220-7-c-taxonomy=Red-Ochrophyta	0.0715428084017486	0.0674912037530654	0.108007250239898	0.0831112058854889	0.0405160464868323	0.0192451220812453	0.0452073781853076	0.0118349504211536	0.0756477236379145	0.0606674485552831	0.0590148203433202	0.00874293634715855	0.0460070369975477	0.0350250559761169	0.0334257383516366	0.0425951593986566	0.0587482674059068	0.0645591214415183	0.0530973451327434	0.0155133809574582
mag=CHL-AON-Bin-184-89-c-taxonomy=Red-Cryptophyceae	0.0758332365578911	0.0745558007200093	0.0985367553129718	0.0817558936244339	0.0410521426082917	0.0202647776100337	0.0417489257925909	0.0119033793984439	0.0806526535826269	0.0635814655672976	0.05614911160144	0.00743235396585762	0.0405876204854256	0.0353036813378237	0.0308907211705957	0.0423876437115318	0.0601556149111601	0.0649750319358959	0.0545813494367669	0.0176518406689119
taxo=Eukaryota-Glaucocystophyceae-Cyanophora-biloba-accession=NC-038216	0.079917132274468	0.0698725594827045	0.102580199635884	0.0848138615104526	0.0413083056061272	0.0200263670035784	0.0446983489233474	0.0142507376483144	0.0794149036348798	0.0573168434930002	0.0555590432544416	0.0078473224935652	0.0419360914056124	0.0402410697470023	0.0298826040554963	0.0395505053675686	0.0590118651516103	0.0574424006528972	0.0559984933140812	0.0183313453449683
mag=CHL-AOS-Bin-125-7-c-taxonomy=Red-Haptophyta	0.0736928777274599	0.0696347703346468	0.106981120978651	0.0823972240192907	0.0402870081750279	0.0192319002528965	0.0458154443333529	0.0116450038228548	0.0788096218314415	0.0604599188378521	0.0586955243192378	0.00876315944245133	0.0425807210492266	0.0369346585896606	0.0301711462683056	0.0414632711874375	0.0599894136328883	0.063753455272599	0.0519320119978827	0.0167617479268364
mag=CHL-MED-Bin-263-12-c-taxonomy=Red-Haptophyta	0.0754444700992842	0.0713461094435465	0.106845993996767	0.0795428307550219	0.0394250750404064	0.0188755483722004	0.0460055414453937	0.0125836989148003	0.0784460863541907	0.0636111752482106	0.0584737935811591	0.00790810436388825	0.0417917340106211	0.0376933733548834	0.0317478642345879	0.0413876702839991	0.0561648580004618	0.0610713461094435	0.0543754329254214	0.0172592934657123
mag=CHL-MED-Bin-250-53-c-taxonomy=Red-New	0.0687312086590499	0.0698737221888154	0.105832832230908	0.0855081178592904	0.0403487672880337	0.0191822008418521	0.0498496692723993	0.0134095009019844	0.0784726398075767	0.0643415514131088	0.0558027660853879	0.00745640408899579	0.040829825616356	0.0371617558628984	0.0270595309681299	0.0400481058328322	0.0585688514732411	0.0647624774503909	0.056043295249549	0.0167167769092002
mag=CHL-MED-Bin-373-20-c-taxonomy=Red-Ochrophyta	0.0690085221367699	0.0637601330284764	0.107669923092912	0.086884223654126	0.0398046144252754	0.0187590937435045	0.0483787154437747	0.0133028476408231	0.0759197672001663	0.0604863853668676	0.059810850135107	0.00878195801288713	0.0487424651839534	0.0356474745375182	0.0334649760964456	0.0401163999168572	0.05684888796508	0.0655269174807732	0.0493140719185201	0.0177717730201621
taxo=Eukaryota-Haptophyta-Haptophyceae-sp-NIES-3900-accession=LC564893	0.0742411377626831	0.0732328592655487	0.103268945022288	0.0802908087454893	0.0414455529611547	0.0187858204202929	0.0457970706856294	0.0133729569093611	0.079229462959032	0.0637868817660794	0.0581617490978561	0.00827849713436638	0.0400127361494375	0.0368817660793887	0.0318403735937168	0.043249840798132	0.0576841434939503	0.0586393547017618	0.0543939715559329	0.0174060708978985
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Coscinodiscophyceae-Leptocylindrus-danicus-accession=NC-024084	0.0722307299642675	0.0669729453802961	0.106789178152118	0.0881572230729964	0.040684022460439	0.0193466054109239	0.0468095967330271	0.0130168453292496	0.0762123532414497	0.0595712098009188	0.0599285349668198	0.00811638591117917	0.0480347115875447	0.0374680959673303	0.0324655436447167	0.0393057682491067	0.0564573762123532	0.0613578356304237	0.0505359877488515	0.0165390505359878
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Coscinodiscophyceae-Rhizosolenia-setigera-accession=NC-037996	0.071957936905358	0.0671507260891337	0.10701051577366	0.0869303955933901	0.0398597896845268	0.0190285428142213	0.0476715072608913	0.0128192288432649	0.0741612418627942	0.0598397596394592	0.0593890836254382	0.00811216825237857	0.0472208312468703	0.0370055082623936	0.0326990485728593	0.0416624937406109	0.056835252879319	0.0624937406109164	0.0516274411617426	0.0165247871807712
mag=CHL-AOS-Bin-125-5-c-taxonomy=Red-New	0.0712516512549538	0.0697655217965654	0.0994881109643329	0.0881770145310436	0.0384742404227213	0.0180812417437252	0.05028071334214	0.0140356671070013	0.0816545574636724	0.0662978863936592	0.0579590488771466	0.00743064729194188	0.0407859973579921	0.0401254953764861	0.0251816380449141	0.0410336856010568	0.0566380449141347	0.0634081902245707	0.0508586525759577	0.0190719947159841
taxo=Eukaryota-Rhodophyta-Florideophyceae-Rhodymeniophycidae-Rhodomelaceae-Thaumatella-adunca-accession=NC-035291	0.0639121015165583	0.0584442381099763	0.100794387702466	0.102754565150108	0.0392035489528526	0.0203755287320747	0.0447229959764779	0.0127927370267203	0.0748478283297225	0.0641184359847313	0.054059630661302	0.00706695553492211	0.0520478695966161	0.0373981223563396	0.033838852780357	0.0401836376766739	0.0557103064066852	0.0707727225833075	0.0482306819354173	0.0187248529866914
mag=CHL-MED-Bin-263-5-c-taxonomy=Red-Haptophyta	0.0748903696110257	0.0722706304459252	0.105529927672419	0.0820092260379293	0.0404351045048123	0.0184520758585341	0.0454467794293525	0.0116179736887066	0.0777379121817871	0.060026197391651	0.0597414431345749	0.00825787345520815	0.0419727774930235	0.0386696281109403	0.0308673614670539	0.0427131385614215	0.0584885244034398	0.0613360669742013	0.0543311122501281	0.0152058773278661
mag=CHL-ION-Bin-84-23-c-taxonomy=Red-Ochrophyta	0.0661320246573703	0.0664911125740619	0.105152911604525	0.0943802741037764	0.0408761745167275	0.0196301394458076	0.0500927643784787	0.0138248847926267	0.0779819259081932	0.0599676820874978	0.0570351307678497	0.00873780597282901	0.0511101801424382	0.0335148722245496	0.0343527440301634	0.0380034711831947	0.054641211323239	0.0626608414626848	0.0478185409060985	0.0175953079178886
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Coscinodiscophyceae-Actinocyclus-subtilis-accession=NC-038000	0.06705568690578	0.0601639921525228	0.10890889883797	0.093867900799839	0.0395895165752804	0.0184113889028623	0.0484933849791237	0.0132300417526033	0.0743498163891544	0.0611700789778158	0.057095427335379	0.00835052064993209	0.0489461240505056	0.0364203430756074	0.0345590824488153	0.0393882992102218	0.0559384274862921	0.0677599476834851	0.049600080486946	0.0167010412998642
taxo=Eukaryota-Rhodophyta-Compsopogonophyceae-Compsopogonales-Compsopogon-caeruleus-accession=NC-035350	0.0699355561782012	0.063771364527879	0.101765200336229	0.0967778089100588	0.0413000840571589	0.0201737181283273	0.0439899131409358	0.0135612216307089	0.0764920145699075	0.0625385261978145	0.0544690389464836	0.00734099187447464	0.0475203138133931	0.0386662930792939	0.0330064443821799	0.0412440459512468	0.0548052675819557	0.0648360885402073	0.0503222191089941	0.0174838890445503
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Bacillariophyceae-Navicula-veneta-accession=NC-056794	0.0688052765702293	0.063158946684655	0.109328936191476	0.0895417978314096	0.0404736921001349	0.018887722980063	0.0477689501823815	0.0128916204467096	0.0746514765402488	0.0604107330235347	0.0589616749113077	0.0084944785889172	0.0477689501823815	0.0369759656223455	0.0330285314545545	0.0404736921001349	0.0560635586868535	0.0654574526557737	0.0500174886323889	0.0168390546145006
mag=CHL-AON-Bin-184-61-c-taxonomy=Red-Cryptophyceae	0.0744480813427119	0.0773730761195069	0.0958980430392089	0.0807855700257678	0.0438052789191448	0.0216588898948395	0.0387213594261439	0.0101678389860018	0.0805069990946445	0.0626784595027509	0.0573856118114075	0.0073124869419876	0.0402534995473222	0.0360052928476913	0.0305731596907863	0.0443624207813915	0.0614945330454767	0.0647677414861759	0.0556445434918866	0.0161571140051536
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Bacillariophyceae-Nitzschia-supralitorea-accession=NC-056787	0.0690809190809191	0.0624875124875125	0.108091908091908	0.0895604395604396	0.0402597402597403	0.0194305694305694	0.0496003996003996	0.0129370629370629	0.0740759240759241	0.0609390609390609	0.0599400599400599	0.00824175824175824	0.0464535464535465	0.0372127872127872	0.032967032967033	0.0401598401598402	0.0556943056943057	0.0653346653346653	0.0503496503496504	0.0171828171828172
mag=CHL-MED-Bin-262-1-c-taxonomy=Red-Cryptophyceae	0.0809479117785077	0.0757273580478648	0.102944626935711	0.073791647114031	0.0431722196152041	0.0203542937587987	0.0421750351947442	0.0127287658376349	0.0818277803847959	0.0608282496480526	0.0579540122008447	0.00692163303613327	0.0383036133270765	0.0378930079774754	0.0297982167996246	0.0427029563585171	0.0604176442984514	0.0580713280150164	0.0555490380103238	0.0178906616611919
taxo=Eukaryota-Viridiplantae-Chlorophyta-Mamiellophyceae-Micromonas-commoda-accession=NC-012575	0.0852230483271375	0.0759293680297398	0.103810408921933	0.0643122676579926	0.0454460966542751	0.0238847583643123	0.0524163568773234	0.016635687732342	0.0845724907063197	0.0571561338289963	0.0577137546468401	0.00920074349442379	0.0357806691449814	0.0404275092936803	0.0307620817843866	0.0401486988847584	0.0490706319702602	0.0420074349442379	0.0608736059479554	0.0246282527881041
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Mediophyceae-Eunotogramma-sp-accession=MG755797	0.0710336239103362	0.0650062266500623	0.108144458281445	0.0866251556662516	0.0401992528019925	0.0190784557907846	0.0480199252801993	0.0130012453300125	0.0742216687422167	0.0607222914072229	0.0594769613947696	0.00821917808219178	0.0473723536737235	0.0361145703611457	0.0332752179327522	0.0398007471980075	0.056986301369863	0.0638107098381071	0.051706102117061	0.0171855541718555
taxo=Eukaryota-Haptophyta-Prymnesiophyceae-Isochrysidales-Isochrysis-galbana-accession=NC-049168	0.0773289277339586	0.073598379876359	0.106107439778299	0.0779684502238329	0.0411959070560648	0.0195587294819868	0.0473246642506928	0.0134832658281816	0.0805798337241526	0.0608079300788744	0.0571306757620976	0.00836708590918781	0.0403432104028992	0.0370390108718823	0.0304306118098486	0.0409827328927734	0.0588360690684289	0.0595821786399488	0.051961202302281	0.0173736943082498
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Eustigmatophyceae-Characiopsis-acuta-accession=NC-040294	0.0697229038242863	0.0676880722963672	0.111257406188282	0.081752349033455	0.043449637919684	0.017475611945658	0.0509306361840924	0.0150218445149321	0.0780417738943085	0.0639176491711054	0.0557184750733138	0.00861811000059848	0.0406966305583817	0.0371655993775809	0.0346519839607397	0.0377042312526183	0.0518283559758214	0.0603866179903046	0.0547609072954695	0.0192112035430008
mag=CHL-ARC-Bin-238-34-c-taxonomy=Red-Haptophyta	0.074839708158302	0.0741764315719655	0.105903161618395	0.0780455449922618	0.0404598717665266	0.0196772053946496	0.0467609993367234	0.0127128012381163	0.0808644704841919	0.0613530842361265	0.060247623258899	0.00812513818262215	0.0404598717665266	0.0374751271280124	0.0311187265089542	0.0428918859164271	0.056710148131771	0.0611872650895423	0.0505748397081583	0.0164160955118284
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bolidophyceae-Parmales-Triparma-laevis-accession=NC-027746	0.0717511804557586	0.0662081708068158	0.106087045781154	0.0875076986245124	0.0398788749743379	0.0197084787517963	0.0459864504208581	0.0129336891808664	0.0788852391706015	0.0600492711968795	0.0592794087456374	0.00769862451242045	0.0490659002258263	0.0359269143912954	0.0306918497228495	0.0414699240402381	0.0573290905358243	0.0623588585506056	0.0500410593307329	0.0171422705809895
mag=CHL-AON-Bin-184-65-c-taxonomy=Red-Haptophyta	0.0734581159864989	0.0724762196992943	0.1053083768027	0.0789199140840749	0.0393985885240871	0.0201288738876956	0.0442467014421602	0.01264191469776	0.0805768640687327	0.0620435716477447	0.0597115679656336	0.00779380177968702	0.0417305922061982	0.0357164774470697	0.0306228904571955	0.042528382939552	0.0582387235348266	0.0651119975452593	0.0524087143295489	0.0169377109542805
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Xanthophyceae-Vaucheria-litorea-accession=NC-011600	0.0622857142857143	0.0576103896103896	0.107584415584416	0.104831168831169	0.0397922077922078	0.0178181818181818	0.0496103896103896	0.0130909090909091	0.0743376623376623	0.0606233766233766	0.0576103896103896	0.00748051948051948	0.0521038961038961	0.0366233766233766	0.0325714285714286	0.0358441558441558	0.0558961038961039	0.0695584415584416	0.0473246753246753	0.0174025974025974
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Bacillariophyceae-Eunotia-naegelii-accession=KF733443	0.0679452054794521	0.0604234122042341	0.108642590286426	0.0944458281444583	0.0401494396014944	0.0179327521793275	0.0480199252801993	0.0130510585305106	0.0736737235367372	0.0600747198007472	0.0587297633872976	0.00846824408468244	0.0487173100871731	0.0356164383561644	0.0333748443337484	0.0401494396014944	0.0560398505603985	0.0663511830635118	0.0512079701120797	0.016986301369863
mag=CHL-AON-Bin-184-87-c-taxonomy=Red-Haptophyta	0.0719664763755618	0.0757318110044941	0.107372768128264	0.0774322847078829	0.0400218632333293	0.0191910603668165	0.0459127899914976	0.0117818535163367	0.0791327584112717	0.0621887525810762	0.0605490100813798	0.00850236851694401	0.0414186809182558	0.0361957974007045	0.0317016883274627	0.041843799344103	0.0578768371189117	0.0619458277663063	0.0526539536013604	0.0165796186080408
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Chrysophyceae-Ochromonas-sp-CCMP1393-accession=KJ877675	0.0650894608571598	0.0631278606669441	0.106401949711704	0.0887475479997622	0.0410152767045117	0.0178327290019616	0.0520715686857279	0.0141472983415562	0.0779290257385722	0.0659216548772514	0.0593235451465256	0.00903524936099388	0.0481483683052963	0.0327527789336028	0.0349521488438447	0.0386375795042501	0.052309338405754	0.0660405397372645	0.0485644653153421	0.0179516138619747
mag=CHL-AOS-Bin-173-4-c-taxonomy=Red-Ochrophyta	0.0741799062750029	0.0686364155903532	0.104183335238313	0.0857240827523146	0.0414333066636187	0.0190307463710138	0.0432049377071665	0.0116013258658132	0.0788090067436278	0.0592639158761001	0.0625785804091896	0.00708652417419134	0.045148016916219	0.035889815978969	0.0300034289633101	0.0426905932106526	0.0590924677105955	0.0648645559492513	0.0495485198308378	0.0170305177734598
taxo=Eukaryota-Rhodophyta-Bangiophyceae-Cyanidiales-Cyanidioschyzon-merolae-accession=NC-004799	0.0856681903737564	0.0746437214304921	0.106480236622748	0.0729766066146814	0.0392040871201936	0.0263511696692659	0.0387200860446357	0.0178542618983598	0.07512772250605	0.0568970153267007	0.0510890024200054	0.00978757730572735	0.0346329658510352	0.0525410056466792	0.0316751815004033	0.0368916375369723	0.0545845657434794	0.0562516805592901	0.055713901586448	0.0229093842430761
taxo=Eukaryota-Rhodophyta-Florideophyceae-Rhodymeniophycidae-Gracilaria-changii-accession=NC-038051	0.0696834946377191	0.0589066178393931	0.102484959455925	0.100287732147528	0.0398116662307089	0.0200889353910541	0.0433690818728747	0.0128171592989799	0.0753858226523672	0.0611561600837039	0.0553492021972273	0.00711483128433168	0.0484959455924667	0.03907925712791	0.0324875752027204	0.0401778707821083	0.0552445723253989	0.0706251634841747	0.0483913157206382	0.0190426366727701
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Bacillariophyceae-Fistulifera-solaris-accession=NC-015403	0.0709913706602448	0.0658238009231387	0.108870158539033	0.085591009432069	0.0403873168773831	0.0187136263295204	0.0482139273530002	0.0128938390527794	0.0743026289383905	0.0613084487256673	0.0592514549468192	0.00822797511539233	0.0471101745936183	0.0367248645394341	0.0330122416215131	0.0402368051374674	0.0561408789885611	0.0644691952638972	0.0508729680915111	0.0168573148705599
mag=CHL-ARC-Bin-303-35-c-taxonomy=Red-Ochrophyta	0.0653427290198591	0.0588831945334187	0.108691010036302	0.0956117873158232	0.0386504377535768	0.0193786034593209	0.0475122784539825	0.012011531069827	0.072709801409353	0.062780269058296	0.0589899636984839	0.00864830237027546	0.0493273542600897	0.0356075165492206	0.0333119795003203	0.0393444373265001	0.0568011958146487	0.0680653427290199	0.0515695067264574	0.0167627589152253
mag=CHL-ARC-Bin-303-19-c-taxonomy=Red-Ochrophyta	0.0682540537628616	0.0624898992619727	0.108226041049399	0.0875936001723859	0.0401874696977859	0.0198243818348327	0.0475677422830361	0.0136831331142595	0.0754188439368637	0.0611431341916716	0.0597424985185584	0.00872703765555136	0.0477293540914723	0.0352313742390777	0.0332381619350321	0.0407800463287184	0.0554867208964068	0.065183429402575	0.0518235199051877	0.0176695577223509
taxo=Eukaryota-Rhodophyta-Bangiophyceae-Galdieriales-Galdieria-sulphuraria-accession=KJ700459	0.0663709887816332	0.0589094703887295	0.105504826506653	0.106339681711453	0.0382468040699191	0.0185755283068093	0.0453952517610227	0.0127837203235064	0.0717975476128359	0.0610487868510305	0.0507696321419254	0.00725280459170363	0.0523871641012262	0.0352204539525176	0.0347508478998174	0.0381946256196191	0.058022436733629	0.0734672580224367	0.0465431776676233	0.0184189929559092
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Mediophyceae-Eucampia-zodiacus-accession=NC-057645	0.0704689606952005	0.0654247615242471	0.107276631873346	0.0864505818308945	0.0404035359336763	0.019477600759127	0.0483444039354742	0.0129850671727513	0.0755131598661539	0.0609798731458822	0.0594815961644109	0.00869000649253359	0.0457473905009239	0.0365080157818509	0.0323627827997803	0.04125255955651	0.0566348698996154	0.0634770014483344	0.0512910153323678	0.01723018528692
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Bacillariophyceae-Pseudo-nitzschia-cuspidata-accession=NC-058785	0.06908108648892	0.06567955580011	0.108949027062178	0.086188784953229	0.0400180081036466	0.0183582612175479	0.0487719473763193	0.0128557851032965	0.0738832474613576	0.0621279575809114	0.0605272372567655	0.00835375919163624	0.0471712270521735	0.0373167925566505	0.0324646090740833	0.0409684357961082	0.0559751888349757	0.0642289030063529	0.0499724876194287	0.0171076984643089
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Coscinodiscophyceae-Guinardia-striata-accession=NC-037998	0.072146392680366	0.0668466576671166	0.106844657767112	0.0860456977151142	0.0403979801009949	0.0194990250487476	0.0474976251187441	0.0128493575321234	0.0751462426878656	0.0599970001499925	0.0595970201489925	0.00809959502024899	0.0462976851157442	0.0364481775911204	0.0329483525823709	0.0412479376031198	0.0573971301434928	0.0621468926553672	0.0517974101294935	0.0167491625418729
mag=CHL-AOS-Bin-89-8-c-taxonomy=Red-Cryptophyceae	0.0765229515229515	0.0737880737880738	0.0998498498498498	0.0797940797940798	0.041023166023166	0.0208065208065208	0.0423637923637924	0.0121728871728872	0.0798477048477048	0.0648863148863149	0.0551265551265551	0.00756113256113256	0.0398434148434148	0.0364650364650365	0.0312634062634063	0.0425782925782926	0.0614006864006864	0.0635993135993136	0.0543758043758044	0.0167310167310167
Mean_Freq_Across_Taxa	0.0722427178494784	0.0679901519887613	0.105710171889025	0.0858328508722448	0.0406073835633963	0.019685029392868	0.0466014680811451	0.0131144268633323	0.0772819915138638	0.0617218486404299	0.0576813859869435	0.00809620358979868	0.0445161857457905	0.0372472106395716	0.0319053170583249	0.0406537133467485	0.0565747531059404	0.063171975226373	0.0517928896526331	0.0175723249933313	
